Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Augmentative and alternative communication in children with Down’s syndrome: a systematic review,BMC Pediatrics,,18.0,1,10.1186/s12887-018-1144-5,Renata Thaís de Almeida BarbosaAcary Souza Bulle de OliveiraJennifer Yohanna Ferreira de Lima AntãoTânia Brusque CrocettaRegiani GuarnieriThaiany Pedrozo Campos AntunesClaudia ArabThaís MassettiItalla Maria Pinheiro BezerraCarlos Bandeira de Mello MonteiroLuiz Carlos de Abreu,2018,http://link.springer.com/article/10.1186/s12887-018-1144-5,Article
8th Congress of the International Federation for the Surgery of Obesity and Metabolic Disorders,Obesity Surgery,,28.0,1,10.1007/s11695-018-3200-5,Harry Pappis,2018,http://link.springer.com/article/10.1007/s11695-018-3200-5,Article
Leveraging social media to gain insights into service delivery: a study on Airbnb,Information Systems and e-Business Management,,16.0,2,10.1007/s10257-017-0358-7,Moritz von HoffenMarvin HaggeJan Hendrik BetzingFriedrich Chasin,2018,http://link.springer.com/article/10.1007/s10257-017-0358-7,Article
Agent systems verification : systematic literature review and mapping,Applied Intelligence,,48.0,5,10.1007/s10489-017-1112-z,Najwa Abu BakarAli Selamat,2018,http://link.springer.com/article/10.1007/s10489-017-1112-z,Article
Fuzzy set-based generalized multifactor dimensionality reduction analysis of gene-gene interactions,BMC Medical Genomics,,11.0,2,10.1186/s12920-018-0343-0,Hye-Young JungSangseob LeemTaesung Park,2018,http://link.springer.com/article/10.1186/s12920-018-0343-0,Article
Barriers to and motivators of handwashing behavior among mothers of neonates in rural Bangladesh,BMC Public Health,,18.0,1,10.1186/s12889-018-5365-1,Shahana ParveenSharifa NasreenJelena V. AllenKelly B. KammShifat KhanShirina AkterTajnin Marin LopaK. ZamanShams El ArifeenStephen P. LubyPavani K. Ram,2018,http://link.springer.com/article/10.1186/s12889-018-5365-1,Article
Transformation of heavy metal fractionation under changing environments: a case study of a drainage system in an e-waste dismantling community,Environmental Science and Pollution Research,,25.0,12,10.1007/s11356-018-1495-3,Seelawut Damrongsiri,2018,http://link.springer.com/article/10.1007/s11356-018-1495-3,Article
The evolution of morality and its rollback,History and Philosophy of the Life Sciences,,40.0,2,10.1007/s40656-018-0190-5,Brian Garvey,2018,http://link.springer.com/article/10.1007/s40656-018-0190-5,Article
"Knowledge and perspectives of female genital cutting among the local religious leaders in Erbil governorate, Iraqi Kurdistan region",Reproductive Health,,15.0,1,10.1186/s12978-018-0459-x,Hamdia M. AhmedMosleh S. KareemNazar P. ShabilaBarzhang Q. Mzori,2018,http://link.springer.com/article/10.1186/s12978-018-0459-x,Article
Manufacturing Supply Chain and Product Lifecycle Security in the Era of Industry 4.0,Journal of Hardware and Systems Security,,2.0,1,10.1007/s41635-017-0031-0,Sujit Rokka ChhetriSina FaeziNafiul RashidMohammad Abdullah Al Faruque,2018,http://link.springer.com/article/10.1007/s41635-017-0031-0,Article
Risk Assessment and Management of Wastewater Collection and Treatment Systems Using FMADM Methods,"Iranian Journal of Science and Technology, Transactions of Civil Engineering",,42.0,1,10.1007/s40996-017-0062-3,Maedeh AsgarianMassoud TabeshAbbas RoozbahaniEbrahim Badali Bavani,2018,http://link.springer.com/article/10.1007/s40996-017-0062-3,Article
"Computational elastoplastic Limit Analysis of the Paderno d’Adda bridge (Italy, 1889)",Archives of Civil and Mechanical Engineering,,18.0,1,10.1016/j.acme.2017.05.002,Rosalba FerrariGiuseppe CocchettiEgidio Rizzi,2018,http://link.springer.com/article/10.1016/j.acme.2017.05.002,Article
A survey of search-based refactoring for software maintenance,Journal of Software Engineering Research and Development,,6.0,1,10.1186/s40411-018-0046-4,Michael MohanDes Greer,2018,http://link.springer.com/article/10.1186/s40411-018-0046-4,Article
Identifying self-admitted technical debt in open source projects using text mining,Empirical Software Engineering,,23.0,1,10.1007/s10664-017-9522-4,Qiao HuangEmad ShihabXin XiaDavid LoShanping Li,2018,http://link.springer.com/article/10.1007/s10664-017-9522-4,Article
A metamodeling approach for the identification of organizational smells in multi-agent systems: application to ASPECS,Artificial Intelligence Review,,49.0,2,10.1007/s10462-016-9521-7,Pedro AraujoSebastián RodríguezVincent Hilaire,2018,http://link.springer.com/article/10.1007/s10462-016-9521-7,Article
"Architecture consistency: State of the practice, challenges and requirements",Empirical Software Engineering,,23.0,1,10.1007/s10664-017-9515-3,Nour AliSean BakerRoss O’CrowleySebastian HeroldJim Buckley,2018,http://link.springer.com/article/10.1007/s10664-017-9515-3,Article
On the impact of size to the understanding of UML diagrams,Software & Systems Modeling,,17.0,1,10.1007/s10270-016-0529-x,Harald Störrle,2018,http://link.springer.com/article/10.1007/s10270-016-0529-x,Article
Prescribed Dose of Opioids and Overdose: A Systematic Review and Meta-Analysis of Unintentional Prescription Opioid Overdose,CNS Drugs,,32.0,2,10.1007/s40263-018-0499-3,Adeleke D. AdewumiSamantha A. HollingworthJoemer C. MaravillaJason P. ConnorRosa Alati,2018,http://link.springer.com/article/10.1007/s40263-018-0499-3,Article
"Safety in green building construction projects in Singapore: Performance, critical issues, and improvement solutions",KSCE Journal of Civil Engineering,,22.0,2,10.1007/s12205-017-1961-3,Bon-Gang HwangMing ShanSiong Leng Phuah,2018,http://link.springer.com/article/10.1007/s12205-017-1961-3,Article
Replies to Our Commentators,Social Indicators Research,,135.0,3,10.1007/s11205-017-1550-3,Alex C. MichalosKenneth C. Land,2018,http://link.springer.com/article/10.1007/s11205-017-1550-3,Article
An adult learner’s learning style should inform but not limit educational choices,International Review of Education,,64.0,1,10.1007/s11159-017-9694-6,Margot BarryArlene Egan,2018,http://link.springer.com/article/10.1007/s11159-017-9694-6,Article
Variability-based model transformation: formal foundation and application,Formal Aspects of Computing,,30.0,1,10.1007/s00165-017-0441-3,D. StrüberJ. RubinT. ArendtM. ChechikG. TaentzerJ. Plöger,2018,http://link.springer.com/article/10.1007/s00165-017-0441-3,Article
Application and Sensitivity Analysis of Artificial Neural Network for Prediction of Chemical Oxygen Demand,Water Resources Management,,32.0,1,10.1007/s11269-017-1809-0,Gebdang B. RubenKe ZhangHongjun BaoXirong Ma,2018,http://link.springer.com/article/10.1007/s11269-017-1809-0,Article
A cheap and third-age-friendly home device for monitoring indoor air quality,International Journal of Environmental Science and Technology,,15.0,1,10.1007/s13762-017-1382-3,L. GugliermettiD. Astiaso Garcia,2018,http://link.springer.com/article/10.1007/s13762-017-1382-3,Article
Translation of IEC 61131-3 Function Block Diagrams to PVS for Formal Verification with Real-Time Nuclear Application,Journal of Automated Reasoning,,60.0,1,10.1007/s10817-017-9415-7,Josh NewellLinna PangDavid TremaineAlan WassyngMark Lawford,2018,http://link.springer.com/article/10.1007/s10817-017-9415-7,Article
A methodology for assessing the effectiveness of serious games and for inferring player learning outcomes,Multimedia Tools and Applications,,77.0,2,10.1007/s11042-017-4467-6,Ángel Serrano-LagunaBorja ManeroManuel FreireBaltasar Fernández-Manjón,2018,http://link.springer.com/article/10.1007/s11042-017-4467-6,Article
Robotic versus laparoscopic versus open colorectal surgery: towards defining criteria to the right choice,Surgical Endoscopy,,32.0,1,10.1007/s00464-017-5796-2,Matthew Zelhart MDAndreas M. Kaiser MD FACS FASCRS,2018,http://link.springer.com/article/10.1007/s00464-017-5796-2,Article
Making the Case for a Feasible Evaluation Method of Available E-Mental Health Products,Administration and Policy in Mental Health and Mental Health Services Research,,45.0,1,10.1007/s10488-016-0764-z,Amit Baumel,2018,http://link.springer.com/article/10.1007/s10488-016-0764-z,Article
A study on the changes of dynamic feature code when fixing bugs: towards the benefits and costs of Python dynamic features,Science China Information Sciences,,61.0,1,10.1007/s11432-017-9153-3,Zhifei ChenWanwangying MaWei LinLin ChenYanhui LiBaowen Xu,2017,http://link.springer.com/article/10.1007/s11432-017-9153-3,Article
Classifying malware attacks in IaaS cloud environments,Journal of Cloud Computing,,6.0,1,10.1186/s13677-017-0098-8,Noëlle RakotondravonyBenjamin TaubmannWaseem MandarawiEva WeishäuplPeng XuBojan KolosnjajiMykolai ProtsenkoHermann de MeerHans P. Reiser,2017,http://link.springer.com/article/10.1186/s13677-017-0098-8,Article
Industry–academia collaborations in software testing: experience and success stories from Canada and Turkey,Software Quality Journal,,25.0,4,10.1007/s11219-016-9319-5,Vahid GarousiMatt M. EskandarKadir Herkiloğlu,2017,http://link.springer.com/article/10.1007/s11219-016-9319-5,Article
What do developers search for on the web?,Empirical Software Engineering,,22.0,6,10.1007/s10664-017-9514-4,Xin XiaLingfeng BaoDavid LoPavneet Singh KochharAhmed E. HassanZhenchang Xing,2017,http://link.springer.com/article/10.1007/s10664-017-9514-4,Article
Anti-patterns in Agile Adoption: A Grounded Theory Case Study of One Irish IT Organisation,Global Journal of Flexible Systems Management,,18.0,4,10.1007/s40171-017-0162-8,Peter J. CarewDavid Glynn,2017,http://link.springer.com/article/10.1007/s40171-017-0162-8,Article
An empirical study of unspecified dependencies in make-based build systems,Empirical Software Engineering,,22.0,6,10.1007/s10664-017-9510-8,Cor-Paul BezemerShane McIntoshBram AdamsDaniel M. GermanAhmed E. Hassan,2017,http://link.springer.com/article/10.1007/s10664-017-9510-8,Article
"Special Issue: Abstracts of the 10th International Conference on Environmental Health Science, 12–13 December 2017, Incheon, Republic of Korea",Toxicology and Environmental Health Sciences,,9.0,4,10.1007/s13530-017-0329-x,Taejun Han,2017,http://link.springer.com/article/10.1007/s13530-017-0329-x,Article
On the cause and mechanism of phenoptosis,Biochemistry (Moscow),,82.0,12,10.1134/S0006297917120069,R. F. Walker,2017,http://link.springer.com/article/10.1134/S0006297917120069,Article
"Evaluating code complexity triggers, use of complexity measures and the influence of code complexity on maintenance time",Empirical Software Engineering,,22.0,6,10.1007/s10664-017-9508-2,Vard AntinyanMiroslaw StaronAnna Sandberg,2017,http://link.springer.com/article/10.1007/s10664-017-9508-2,Article
‘No banquet can do without liquor’: alcohol counterfeiting in the People’s Republic of China,Trends in Organized Crime,,20.0,3 - 4,10.1007/s12117-016-9296-x,Anqi ShenGeorgios A. Antonopoulos,2017,http://link.springer.com/article/10.1007/s12117-016-9296-x,Article
A secure and efficient public auditing scheme using RSA algorithm for cloud storage,The Journal of Supercomputing,,73.0,12,10.1007/s11227-017-2085-8,Zhiyan XuLibing WuMuhammad Khurram KhanKim-Kwang Raymond ChooDebiao He,2017,http://link.springer.com/article/10.1007/s11227-017-2085-8,Article
Systematic Review of Vocational Preferences on Behavioral Outcomes of Individuals with Disabilities,Journal of Developmental and Physical Disabilities,,29.0,6,10.1007/s10882-017-9560-2,Jennifer NinciStephanie GerowMandy RispoliMargot Boles,2017,http://link.springer.com/article/10.1007/s10882-017-9560-2,Article
Investigating the effect of an adaptive learning intervention on students’ learning,Educational Technology Research and Development,,65.0,6,10.1007/s11423-017-9542-1,Min LiuEmily McKelroyStephanie B. CorlissJamison Carrigan,2017,http://link.springer.com/article/10.1007/s11423-017-9542-1,Article
Investigating factors that affect the human perception on god class detection: an analysis based on a family of four controlled experiments,Journal of Software Engineering Research and Development,,5.0,1,10.1186/s40411-017-0042-0,José Amancio M. SantosJoão B. Rocha-JuniorManoel Gomes de Mendonça,2017,http://link.springer.com/article/10.1186/s40411-017-0042-0,Article
Analysis of code smell to quantify the refactoring,International Journal of System Assurance Engineering and Management,,8.0,2,10.1007/s13198-017-0658-9,Rajni SehgalDeepti MehrotraManju Bala,2017,http://link.springer.com/article/10.1007/s13198-017-0658-9,Article
Economic Costs and Benefits of EMU Membership from the Perspective of a Non-member,Open Economies Review,,28.0,5,10.1007/s11079-017-9466-8,Emilia Gyoerk,2017,http://link.springer.com/article/10.1007/s11079-017-9466-8,Article
"Cognition, Interaction, Design",KI - Künstliche Intelligenz,,31.0,4,10.1007/s13218-017-0512-x,Mehul BhattJames CuttingDaniel LevinClayton Lewis,2017,http://link.springer.com/article/10.1007/s13218-017-0512-x,Article
"Field assessment of a novel spatial repellent for malaria control: a feasibility and acceptability study in Mondulkiri, Cambodia",Malaria Journal,,16.0,1,10.1186/s12936-017-2059-6,Marco LiveraniJacques Derek CharlwoodHarriet LawfordShunmay Yeung,2017,http://link.springer.com/article/10.1186/s12936-017-2059-6,Article
Analytical study of the causes of the major landslide of Bukit Antarabangsa in 2008 using fault tree analysis,Innovative Infrastructure Solutions,,2.0,1,10.1007/s41062-017-0105-4,Danish KazmiSadaf QasimI. S. H. HarahapThu Hang Vu,2017,http://link.springer.com/article/10.1007/s41062-017-0105-4,Article
Solar UV exposure among outdoor workers in Denmark measured with personal UV-B dosimeters: technical and practical feasibility,BioMedical Engineering OnLine,,16.0,1,10.1186/s12938-017-0410-3,Kasper GrandahlOle Steen MortensenDavid Zim ShermanBrian KøsterPaul-Anker LundKristina Sophie IblerPaul Eriksen,2017,http://link.springer.com/article/10.1186/s12938-017-0410-3,Article
On the evaluation of code smells and detection tools,Journal of Software Engineering Research and Development,,5.0,1,10.1186/s40411-017-0041-1,Thanis PaivaAmanda DamascenoEduardo FigueiredoCláudio Sant’Anna,2017,http://link.springer.com/article/10.1186/s40411-017-0041-1,Article
On negative results when using sentiment analysis tools for software engineering research,Empirical Software Engineering,,22.0,5,10.1007/s10664-016-9493-x,Robbert JongelingProshanta SarkarSubhajit DattaAlexander Serebrenik,2017,http://link.springer.com/article/10.1007/s10664-016-9493-x,Article
"Fragile base-class problem, problem?",Empirical Software Engineering,,22.0,5,10.1007/s10664-016-9448-2,Aminata SabanéYann-Gaël GuéhéneucVenera ArnaoudovaGiuliano Antoniol,2017,http://link.springer.com/article/10.1007/s10664-016-9448-2,Article
Do Reflexive Software Development Teams Perform Better?,Business & Information Systems Engineering,,59.0,5,10.1007/s12599-017-0481-5,Prof. Adarsh Kumar Kakar,2017,http://link.springer.com/article/10.1007/s12599-017-0481-5,Article
"Compensation, punishment, and deterrence: a survey on the purpose of tort damages in the case of a defective car accident in Japan",Asia-Pacific Journal of Regional Science,,1.0,2,10.1007/s41685-017-0059-8,Daisuke MoriShuichi TakahashiYasuhiro Ikeda,2017,http://link.springer.com/article/10.1007/s41685-017-0059-8,Article
A priority for WSN in ubiquitous environment: multimedia security requirements,Multimedia Tools and Applications,,76.0,19,10.1007/s11042-016-4216-2,Hwa-Young Jeong,2017,http://link.springer.com/article/10.1007/s11042-016-4216-2,Article
Eco-friendly technology for recycling of cutting fluids and metal chips: A review,International Journal of Precision Engineering and Manufacturing-Green Technology,,4.0,4,10.1007/s40684-017-0051-9,Choon-Man LeeYoung-Ho ChoiJae-Hyeon HaWan-Sik Woo,2017,http://link.springer.com/article/10.1007/s40684-017-0051-9,Article
