,Title,Authors,Year,Repository
226,Proactive and Pervasive Combinatorial Testing,"Blue D,Raz O,Tzoref-Brill R,Wojciak P,Zalmanovici M",2018,ACM
227,Data-Oriented Interface Responsibility Patterns: Types of Information Holder Resources,"Zimmermann O,Pautasso C,Lübke D,Zdun U,Stocker M",2020,ACM
228,Mining Temporal Specifications from Object Usage,"Wasylkowski A,Zeller A",2009,ACM
229,Toward an Engineering Discipline for Grammarware,"Klint P,Lämmel R,Verhoef C",2005,ACM
230,Results from an Ethnographically-Informed Study in the Context of Test Driven Development,"Romano S,Fucci D,Scanniello G,Turhan B,Juristo N",2016,ACM
231,Interface Responsibility Patterns: Processing Resources and Operation Responsibilities,"Zimmermann O,Lübke D,Zdun U,Pautasso C,Stocker M",2020,ACM
232,Perceived Relevance of Automatic Code Inspection in End-User Development: A Study on VBA,"Roy S,van Deursen A,Hermans F",2019,ACM
233,PeASS: A Tool for Identifying Performance Changes at Code Level,"Reichelt DG,Kühne S,Hasselbring W",2020,ACM
234,Ready for Testing: Ensuring Conformance to Industrial Standards through Formal Verification,"Feo-Arenis S,Westphal B,Dietsch D,Muñiz M,Andisha S,Podelski A",2016,ACM
235,On the Congruence of Modularity and Code Coupling,"Beck F,Diehl S",2011,ACM
236,Interface Representation Patterns: Crafting and Consuming Message-Based Remote APIs,"Zimmermann O,Stocker M,Lübke D,Zdun U",2017,ACM
237,"Finding More Than One Worm in the Apple: If You See Something, Say Something",Bland M,2014,ACM
238,A Unified Graph Model for Chinese Product Review Summarization Using Richer Information,"Huang H,Li C",2012,ACM
239,The Chameleon Attack: Manipulating Content Display in Online Social Media,"Elyashar A,Uziel S,Paradise A,Puzis R",2020,ACM
240,Rehearsal: A Configuration Verification Tool for Puppet,"Shambaugh R,Weiss A,Guha A",2016,ACM
241,Rehearsal: A Configuration Verification Tool for Puppet,"Shambaugh R,Weiss A,Guha A",2016,ACM
242,Towards Evaluating the Security of Real-World Deployed Image CAPTCHAs,"Zhao B,Weng H,Ji S,Chen J,Wang T,He Q,Beyah R",2018,ACM
243,Few Versatile vs. Many Specialized Collections: How to Design a Collection Library for Exploratory Programming?,"Marr S,Daloze B",2018,ACM
244,"Assembling Multiple-Case Studies: Potential, Principles and Practical Considerations","Yamashita A,Moonen L",2014,ACM
245,Extraction of Ownership Object Graphs from Object-Oriented Code: An Experience Report,"Abi-Antoun M,Ammar N,Hailat Z",2012,ACM
246,Supporting Swift Reaction: Automatically Uncovering Performance Problems by Systematic Experiments,"Wert A,Happe J,Happe L",2013,ACM
247,"RockSalt: Better, Faster, Stronger SFI for the X86","Morrisett G,Tan G,Tassarotti J,Tristan JB,Gan E",2012,ACM
248,"RockSalt: Better, Faster, Stronger SFI for the X86","Morrisett G,Tan G,Tassarotti J,Tristan JB,Gan E",2012,ACM
249,"Analyzing User Experience in Mobile Web, Native and Progressive Web Applications: A User and HCI Specialist Perspectives","de Andrade Cardieri G,Zaina LM",2018,ACM
250,"A Language of Harmony: A Pattern Language of Mikoshi, Yoriai, and Kuuki",Motohashi M,2010,ACM
251,Exploiting Data-Usage Statistics for Website Fingerprinting Attacks on Android,"Spreitzer R,Griesmayr S,Korak T,Mangard S",2016,ACM
252,Supporting Community-Centric Use and Management of Vacant Houses: A Crowdsourcing-Based Approach,"Sasao T,Konomi S,Suzuki R",2016,ACM
253,Lifting Metamodels to Ontologies: A Step to the Semantic Integration of Modeling Languages,"Kappel G,Kapsammer E,Kargl H,Kramler G,Reiter T,Retschitzegger W,Schwinger W,Wimmer M",2006,ACM
254,Metamodel Adaptation and Model Co-Adaptation,Wachsmuth G,2007,ACM
255,Olfoto: Designing a Smell-Based Interaction,"Brewster S,McGookin D,Miller C",2006,ACM
256,Dustminer: Troubleshooting Interactive Complexity Bugs in Sensor Networks,"Khan MM,Le HK,Ahmadi H,Abdelzaher TF,Han J",2008,ACM
257,Analyzing the Change-Proneness of Service-Oriented Systems from an Industrial Perspective,Romano D,2013,ACM
258,Privacy Implications of Presence Sharing in Mobile Messaging Applications,"Buchenscheit A,Könings B,Neubert A,Schaub F,Schneider M,Kargl F",2014,ACM
259,A Comparison of Usability Techniques for Evaluating Design,"Doubleday A,Ryan M,Springett M,Sutcliffe A",1997,ACM
260,Perplexed Messengers from the Cloud: Automated Security Analysis of Push-Messaging Integrations,"Chen Y,Li T,Wang X,Chen K,Han X",2015,ACM
261,Non-Functional Requirements for Distributable User Interfaces in Agile Processes,"Bourimi M,Tesoriero R",2014,ACM
262,An Offensive and Defensive Exposition of Wearable Computing,"Shrestha P,Saxena N",2017,ACM
263,Putting It All Together: Towards a Pattern Language for Interaction Design: A CHI 97 Workshop,"Bayle E,Bellamy R,Casaday G,Erickson T,Fincher S,Grinter B,Gross B,Lehder D,Marmolin H,Moore B,Potts C,Skousen G,Thomas J",1998,ACM
264,Can We Talk about Spatial Hypertext,Bernstein M,2011,ACM
265,Energy-Efficient Work-Stealing Language Runtimes,"Ribic H,Liu YD",2014,ACM
266,Energy-Efficient Work-Stealing Language Runtimes,"Ribic H,Liu YD",2014,ACM
267,Energy-Efficient Work-Stealing Language Runtimes,"Ribic H,Liu YD",2014,ACM
268,Clean Application Compartmentalization with SOAAP,"Gudka K,Watson RN,Anderson J,Chisnall D,Davis B,Laurie B,Marinos I,Neumann PG,Richardson A",2015,ACM
269,"QA to AQ Part Six: Being Agile at Quality ""Enabling and Infusing Quality""","Yoder JW,Wirfs-Brock R,Washizaki H",2016,ACM
270,Test-First Java Concurrency for the Classroom,"Ricken M,Cartwright R",2010,ACM
271,Defining Tinkering Behavior in Open-Ended Block-Based Programming Assignments,"Dong Y,Marwan S,Catete V,Price T,Barnes T",2019,ACM
272,Measuring the Dynamic Behaviour of AspectJ Programs,"Dufour B,Goard C,Hendren L,de Moor O,Sittampalam G,Verbrugge C",2004,ACM
273,Measuring the Dynamic Behaviour of AspectJ Programs,"Dufour B,Goard C,Hendren L,de Moor O,Sittampalam G,Verbrugge C",2004,ACM
274,"Comparing Paper and Tangible, Multimodal Tools","McGee DR,Cohen PR,Wesson RM,Horman S",2002,ACM
275,WWW '19: The World Wide Web Conference,,2019,ACM
276,A Use Error Taxonomy for Improving Human-Machine Interface Design in Medical Devices,"Silva C,Masci P,Zhang Y,Jones P,Campos JC",2019,ACM
277,Motivating All Our Students?,"Carter J,Bouvier D,Cardell-Oliver R,Hamilton M,Kurkovsky S,Markham S,McClung OW,McDermott R,Riedesel C,Shi J,White S",2011,ACM
278,Model Refactorings through Rule-Based Inconsistency Resolution,"Van Der Straeten R,D'Hondt M",2006,ACM
279,"Fast Converging, Automated Experiment Runs for Material Flow Simulations Using Distributed Computing and Combined Metaheuristics","Laroque C,Klaas A,Fischer JH,Kuntze M",2012,ACM
280,Risks to the Public,Neumann PG,2019,ACM
281,Usability Study and Proposal to the RENAUT (Registro Nacional de Usuarios de Telefonía Móvil de México),"Loaiza CR,Moreno Rocha MA",2010,ACM
282,Decoupling Synchronization from Local Control for Efficient Symbolic Model Checking of Statecharts,"Chan W,Anderson RJ,Beame P,Jones DH,Notkin D,Warner WE",1999,ACM
283,Dark Patterns in Proxemic Interactions: A Critical Perspective,"Greenberg S,Boring S,Vermeulen J,Dostal J",2014,ACM
284,PlanAlyzer: Assessing Threats to the Validity of Online Experiments,"Tosch E,Bakshy E,Berger ED,Jensen DD,Moss JE",2019,ACM
285,A Model for Reasoning about JavaScript Promises,"Madsen M,Lhoták O,Tip F",2017,ACM
286,A Survey of DevOps Concepts and Challenges,"Leite L,Rocha C,Kon F,Milojicic D,Meirelles P",2019,ACM
287,Predicting the Time to Migrate Into Deadlock Using a Discrete Time Markov Chain,Bondi AB,2018,ACM
288,Sugared Puppy-Dog Tails: Gender and Design,Churchill EF,2010,ACM
289,"Quality Assurance: Much More than Testing: Good QA is Not Only about Technology, but Also Methods and Approaches",Feldman S,2005,ACM
290,I Know Where You Are and What You Are Sharing: Exploiting P2P Communications to Invade Users' Privacy,"Le Blond S,Zhang C,Legout A,Ross K,Dabbous W",2011,ACM
291,Evolving Innovations through Design and Use,"Davern MJ,Wilkin CL",2008,ACM
292,A Wiki-Based Approach to Method Tailoring,Karlsson F,2008,ACM
293,Risks to the Public,Neumann PG,2016,ACM
294,Information Leakage from Optical Emanations,"Loughry J,Umphress DA",2002,ACM
295,Pride and Prejudice in Progressive Web Apps: Abusing Native App-like Features in Web Applications,"Lee J,Kim H,Park J,Shin I,Son S",2018,ACM
296,Paper Abstracts of the 2nd International Conferernce on Performance Engineering (ICPE 2011),"Lilja DJ,Mirandola R,Sachs K",2011,ACM
297,Troubleshooting Interactive Complexity Bugs in Wireless Sensor Networks Using Data Mining Techniques,"Khan MM,Le HK,Ahmadi H,Abdelzaher TF,Han J",2014,ACM
298,Expert Modeling in OWL,,2020,ACM
299,Allocation Wall: A Limiting Factor of Java Applications on Emerging Multi-Core Platforms,"Zhao Y,Shi J,Zheng K,Wang H,Lin H,Shao L",2009,ACM
300,Allocation Wall: A Limiting Factor of Java Applications on Emerging Multi-Core Platforms,"Zhao Y,Shi J,Zheng K,Wang H,Lin H,Shao L",2009,ACM
301,Technology-Independent Circuit Layout,Smith RJ,1983,ACM
302,Risks to the Public,Neumann PG,2013,ACM
303,Run-Time Evaluation of Opportunities for Object Inlining in Java,"Lhoták O,Hendren L",2002,ACM
304,The SQALE Method for Evaluating Technical Debt,Letouzey JL,2012,ACM
305,Fast and Portable Locking for Multicore Architectures,"Lozi JP,David F,Thomas G,Lawall J,Muller G",2016,ACM
306,A Visio-Haptic Wearable System for Assisting Individuals Who Are Blind,"McDaniel TL,Panchanathan S",2006,ACM
307,Autonomic Management of Replica Voting Based Data Collection Systems in Malicious Environments,"Ravindran K,Adiththan A,Rabby M,Jose J",2015,ACM
308,Illustrative Risks to the Public in the Use of Computer Systems and Related Technology,Neumann PG,1994,ACM
309,Reducing the Execution Time of Unit Tests of Smart Contracts in Blockchain Platforms,"Medeiros H,Vilain P,Pereira VC",2019,ACM
310,Refactoring Multi-Level Models,"Lara J,Guerra E",2018,ACM
311,Evaluating User Interface Systems Research,Olsen DR,2007,ACM
312,Solution of the Propeller Conjecture in R3,"Heilman S,Jagannath A,Naor A",2012,ACM
313,Analyzing the Security and Privacy of Cloud-Based Video Surveillance Systems,"Obermaier J,Hutle M",2016,ACM
314,A Model for Detecting Faults in Build Specifications,"Sotiropoulos T,Chaliasos S,Mitropoulos D,Spinellis D",2020,ACM
315,Automatic Fingerprinting of Vulnerable BLE IoT Devices with Static UUIDs from Mobile Apps,"Zuo C,Wen H,Lin Z,Zhang Y",2019,ACM
316,Illustrative Risks to the Public in the Use of Computer Systems and Related Technology,Neumann PG,1996,ACM
317,Modelling Access Propagation in Dynamic Systems,"Leonard T,Hall-May M,Surridge M",2013,ACM
318,Structural Model Subtyping with OCL Constraints,Boronat A,2017,ACM
319,POP-PL: A Patient-Oriented Prescription Programming Language,"Florence SP,Fetscher B,Flatt M,Temps WH,St-Amour V,Kiguradze T,West DP,Niznik C,Yarnold PR,Findler RB,Belknap SM",2018,ACM
320,An Evaluation of Object Oriented Example Programs in Introductory Programming Textbooks,"Börstler J,Hall MS,Nordström M,Paterson JH,Sanders K,Schulte C,Thomas L",2010,ACM
321,Breaking E-Banking CAPTCHAs,"Li S,Shah SA,Khan MA,Khayam SA,Sadeghi AR,Schmitz R",2010,ACM
322,A Ranking Optimization Approach to Latent Linear Critiquing for Conversational Recommender Systems,"Li H,Sanner S,Luo K,Wu G",2020,ACM
323,Safer Smart Contract Programming with Scilla,"Sergey I,Nagaraj V,Johannsen J,Kumar A,Trunov A,Hao KC",2019,ACM
324,UX-Painter: An Approach to Explore Interaction Fixes in the Browser,"Gardey JC,Garrido A,Firmenich S,Grigera J,Rossi G",2020,ACM
325,"Contention-Conscious, Locality-Preserving Locks","Chabbi M,Mellor-Crummey J",2016,ACM
326,"Contention-Conscious, Locality-Preserving Locks","Chabbi M,Mellor-Crummey J",2016,ACM
327,A MicroNET Application,"Lilegdon WR,Talavage JJ",1983,ACM
328,Breaking Web Applications Built On Top of Encrypted Data,"Grubbs P,McPherson R,Naveed M,Ristenpart T,Shmatikov V",2016,ACM
329,"Carebit: A Privacy-Preserving ""Step"" Toward Remote Informal Caregiving","Ghosh AK,Aljallad Z,Badillo-Urquiola K,Wisniewski P",2018,ACM
330,Formally Enhanced Runtime Verification to Ensure NoC Functional Correctness,"Parikh R,Bertacco V",2011,ACM
331,Fruit Are Heavy: A Prototype Public IoT System to Support Urban Foraging,"DiSalvo C,Jenkins T",2017,ACM
332,Translation of VHDL to Ada,Schaefer CF,1987,ACM
333,Modeling and Extracting Load Intensity Profiles,"Kistowski J,Herbst N,Kounev S,Groenda H,Stier C,Lehrig S",2017,ACM
334,Learning and Perceiving Colors Haptically,"Kahol K,French J,Bratton L,Panchanathan S",2006,ACM
335,Towards Automatic Performance Optimisation of Componentised Systems,"FitzRoy-Dale N,Kuz I",2009,ACM
336,From Smart Homes to Smart Kids: Design Research for CataKit,"Sheriff A,Sadan R,Keats Y,Zuckerman O",2017,ACM
337,Challenges for Protecting the Privacy of Health Information: Required Certification Can Leave Common Vulnerabilities Undetected,"Smith B,Austin A,Brown M,King JT,Lankford J,Meneely A,Williams L",2010,ACM
338,Cost-Effective Data Feeds to Blockchains via Workload-Adaptive Data Replication,"Li K,Tang Y,Chen J,Yuan Z,Xu C,Xu J",2020,ACM
339,How to Make Secure Email Easier to Use,"Garfinkel SL,Margrave D,Schiller JI,Nordlander E,Miller RC",2005,ACM
340,SETI@home: An Experiment in Public-Resource Computing,"Anderson DP,Cobb J,Korpela E,Lebofsky M,Werthimer D",2002,ACM
341,Secure Containers in Android: The Samsung KNOX Case Study,"Kanonov U,Wool A",2016,ACM
342,Cost-Efficient and Reliable Reporting of Highly Bursty Video Game Crash Data,"Zagieboylo D,Zaman KA",2017,ACM
343,Evaluation Strategies for HCI Toolkit Research,"Ledo D,Houben S,Vermeulen J,Marquardt N,Oehlberg L,Greenberg S",2018,ACM
344,Beyond Rasters: Introducing the New OGC Web Coverage Service 2.0,Baumann P,2010,ACM
345,Usenet Nuggets,Thorson M,1991,ACM
346,Partitioned Global Address Space Languages,"De Wael M,Marr S,De Fraine B,Van Cutsem T,De Meuter W",2015,ACM
347,Medical Sensemaking with Entity Workspace,"Billman D,Bier EA",2007,ACM
348,Evaluating the PROMISE Framework for Trust in Sharing Economy System,"Santos GE,Prates RO",2018,ACM
349,A Linguistic Comparison of MUMPS and COBOL,Munnecke T,1980,ACM
350,Fibers Are Not (P)Threads: The Case for Loose Coupling of Asynchronous Programming Models and MPI Through Continuations,"Schuchart J,Niethammer C,Gracia J",2020,ACM
351,Systematic Guidance in Solving Performance and Scalability Problems,Heger C,2013,ACM
352,First Steps in Dance Data Science: Educational Design,"Bergner Y,Mund S,Chen O,Payne W",2019,ACM
353,A Universal Application Storage System Based on Smart Card,"Shen J,Cai Y,Ren Y,Yang X",2016,ACM
354,NXTalk: Dynamic Object-Oriented Programming in a Constrained Environment,"Beck M,Haupt M,Hirschfeld R",2009,ACM
355,LocoFS: A Loosely-Coupled Metadata Service for Distributed File Systems,"Li S,Lu Y,Shu J,Hu Y,Li T",2017,ACM
356,Logging to the Danger Zone: Race Condition Attacks and Defenses on System Audit Frameworks,"Paccagnella R,Liao K,Tian D,Bates A",2020,ACM
357,The Role of Ethological Observation for Measuring Animal Reactions to Biotelemetry Devices,"Paci P,Mancini C,Price BA",2017,ACM
358,Handle Local Optimum Traps in CBIR Systems,"Liu D,Hua KA,Cheng H",2008,ACM
359,Rational vs. Empirical Approaches to Job/Task Descriptions for COBOL Programmers,Kopstein FF,1969,ACM
360,If This Then What? Controlling Flows in IoT Apps,"Bastys I,Balliu M,Sabelfeld A",2018,ACM
361,DieHarder: Securing the Heap,"Novark G,Berger ED",2010,ACM
362,Beyond Rational Design Patterns,"Schümmer T,Haake JM,Stark W",2014,ACM
363,"Red Balloon, Green Balloon, Sensors in the Sky","Kuznetsov S,Davis GN,Paulos E,Gross MD,Cheung JC",2011,ACM
364,"ARRAY 2016: Proceedings of the 3rd ACM SIGPLAN International Workshop on Libraries, Languages, and Compilers for Array Programming",,2016,ACM
365,Incremental and Parallel Computation of Structural Graph Summaries for Evolving Graphs,"Blume T,Richerby D,Scherp A",2020,ACM
366,Pluggable Verification Modules: An Extensible Protection Mechanism for the JVM,Fong PW,2004,ACM
367,Pluggable Verification Modules: An Extensible Protection Mechanism for the JVM,Fong PW,2004,ACM
368,Interdisciplinary Programming Language Design,"Coblenz M,Aldrich J,Myers BA,Sunshine J",2018,ACM
369,Computer Usage by Children with Down Syndrome: Challenges and Future Research,"Feng J,Lazar J,Kumin L,Ozok A",2010,ACM
370,ForEVeR: A Complementary Formal and Runtime Verification Approach to Correct NoC Functionality,"Parikh R,Bertacco V",2014,ACM
371,A Secure Privacy-Preserving Roaming Protocol Based on Hierarchical Identity-Based Encryption for Mobile Networks,"Wan Z,Ren K,Preneel B",2008,ACM
372,Getting It across: Layout Issues for Kiosk Systems,"Borchers J,Deussen O,Knörzer C",1995,ACM
373,MatrixWave: Visual Comparison of Event Sequence Data,"Zhao J,Liu Z,Dontcheva M,Hertzmann A,Wilson A",2015,ACM
374,Fast and Effective Optimisation of Arrays of Submerged Wave Energy Converters,"Wu J,Shekh S,Sergiienko NY,Cazzolato BS,Ding B,Neumann F,Wagner M",2016,ACM
375,A New Paradigm for Trusted Systems,Denning DE,1993,ACM
376,Teaching Rigorous Distributed Systems With Efficient Model Checking,"Michael E,Woos D,Anderson T,Ernst MD,Tatlock Z",2019,ACM
377,WebMTD: Defeating Web Code Injection Attacks Using Web Element Attribute Mutation,"Niakanlahiji A,Jafarian JH",2017,ACM
378,Generating a Fluent API with Syntax Checking from an LR Grammar,"Yamazaki T,Nakamaru T,Ichikawa K,Chiba S",2019,ACM
379,Webtop: Realities in Designing a Web-Application Platform,"Heller D,Krenzelok L,Orr J",2003,ACM
